NAME,STAR,PER,MASS,SEP,R,PLANETDISCMETH,MSTAR,RSTAR,TEFF,DATE
KOI 918.01,KOI 918,39.64317811,0.6635346758090866,,0.9385331505655394,,0.909,0.833,5552,
KOI 920.01,KOI 920,21.80451088,0.023331862278161725,,0.242662563644322,,0.786,0.72,5511,
KOI 922.01,KOI 922,5.154484417,0.02231353949314582,,0.2364175711975931,,0.816,0.884,5431,
KOI 126.01,KOI 126,33.80367628,1,,1.8752820175748706,,1.174,1.796,5855,
KOI 923.01,KOI 923,5.743477265,0.0326454109986095,,0.28816179432763234,,0.983,0.891,5897,
KOI 924.01,KOI 924,39.4760026,0.06783518684614569,,0.3961109494782315,,1.091,1.031,6225,
KOI 926.01,KOI 926,3.166353714,0.053637352305534194,,0.35418028590733763,,1.072,0.998,6007,
KOI 927.01,KOI 927,23.899635048,1,,3.8388860711820496,,0.991,0.924,6192,
KOI 940.01,KOI 940,6.104852856,0.05556156911812337,,0.35953313657596236,,0.845,0.874,5112,
KOI 935.04,KOI 935,9.61730282,0.013174204419352596,,0.15612481116822186,,1.185,1.163,6505,
KOI 936.01,KOI 936,9.467814048,0.015825818806884787,,0.185565489845658,,0.46,0.44,3581,
KOI 936.02,KOI 936,0.893041236,0.0063208680259758026,,0.10884129692870324,,0.46,0.44,3581,
KOI 937.01,KOI 937,20.83424726,0.025710234064933855,,0.25604469031588384,,0.999,0.88,5537,
KOI 938.02,KOI 938,1.045622658,0.009364181658773018,,0.12222342360026513,,1.009,0.887,5569,
KOI 145.01,KOI 145,102.9639386,1,,3.5578614110792506,,2.15,7.119,5047,
KOI 1103.01,KOI 1103,90.1244628,0.19458749910804216,,0.6824884602496556,,1.248,1.2,6444,
KOI 1168.01,KOI 1168,856.672115,0.05018922166459579,,0.34525886812629636,,1.063,1.309,6449,
KOI 1169.01,KOI 1169,0.689209786,0.007646557956011895,,0.11508628937543212,,1.038,0.918,5676,
KOI 1170.01,KOI 1170,7.34372823,0.014304699747848941,,0.16950693783978374,,0.84,0.766,5734,
KOI 969.01,KOI 969,17.512016185,1,,1.1669214457601955,,0.998,1.132,6224,
KOI 1106.01,KOI 1106,7.42608998,0.018536257155083547,,0.20965331785446936,,1.07,1.009,6225,
KOI 1106.02,KOI 1106,15.9870174,0.012093320795718886,,0.13203698315941048,,1.07,1.009,6225,
KOI 1108.01,KOI 1108,18.92540274,0.014544730336171464,,0.1721833631740961,,0.822,0.753,5513,
KOI 1174.01,KOI 1174,129995.7784,0.027819594980536624,,0.26675039165313336,,0.717,0.726,4500,
KOI 1175.01,KOI 1175,31.5922646,0.017362327432927576,,0.199839758295324,,1.062,1.791,5611,
KOI 1175.02,KOI 1175,17.1570874,0.015470226374563717,,0.1819969227332415,,1.062,1.791,5611,
KOI 1176.01,KOI 1176,1.973760926,0.5726724969091862,,0.8154175851871702,,0.53,0.5,3806,
KOI 972.01,KOI 972,13.118966756,0.2493284767728551,,0.7386933922702154,,2.018,4.24,7221,
KOI 974.01,KOI 974,53.5058383,0.020187065572055712,,0.22214330274792712,,1.27,1.851,6253,
KOI 976.01,KOI 976,52.56899169,1,,8.087265218513894,,1.594,1.658,7201,
KOI 1050.01,KOI 1050,1.269090374,0.013391699751933203,,0.15880123650253425,,0.733,0.771,5095,
KOI 1050.02,KOI 1050,2.853133644,0.007646557956011895,,0.11508628937543212,,0.733,0.771,5095,
KOI 1051.01,KOI 1051,6.79684436,0.016192339464120374,,0.1891340569580745,,1.05,0.97,6061,
KOI 1108.02,KOI 1108,1.475322314,0.0026192733102255836,,0.08475346891989187,,0.822,0.753,5513,
KOI 1108.03,KOI 1108,4.15244722,0.004999082786450556,,0.10170416270387023,,0.822,0.753,5513,
KOI 1110.01,KOI 1110,8.73485836,0.012612682585984877,,0.14898767694338885,,1.047,0.96,5982,
KOI 151.01,KOI 151,13.4471896,0.08988448588980875,,0.45410016505499956,,1.001,1.041,6276,
KOI 977.01,KOI 977,1.353770439,1,,34.61242456510574,,0.931,15.76,4283,
KOI 978.01,KOI 978,18.95473176,,,,,,,,
KOI 980.01,KOI 980,47.93095212,1,,4.7105085883897795,,1.737,1.938,8214,
KOI 1053.01,KOI 1053,1.224866322,0.005801588527586431,,0.10616487159439086,,0.902,0.827,5573,
KOI 1112.01,KOI 1112,37.8101174,0.01957620301997789,,0.2176825938574065,,0.976,0.973,6085,
KOI 1115.01,KOI 1115,12.99207337,0.01478988332302201,,0.17485978850840847,,0.928,1.212,5721,
KOI 984.01,KOI 984,4.287455473,0.024250206601461956,,0.2480154143129467,,0.992,0.871,5505,
KOI 1116.01,KOI 1116,3.749100061,0.011620833825601714,,0.135605550271827,,0.949,1.114,5735,
KOI 1117.01,KOI 1117,11.0895723,0.020187065572055712,,0.22214330274792712,,1.322,1.974,6350,
KOI 1118.01,KOI 1118,7.37292311,0.012074933219429838,,0.14185054271855588,,0.982,1.07,5973,
KOI 1193.01,KOI 1193,119.0624476,0.4094034178794572,,0.8475346891989187,,0.76,0.92,5697,
KOI 1194.01,KOI 1194,8.70797904,0.02189400539675481,,0.23374114586328074,,0.674,0.643,4523,
KOI 1194.03,KOI 1194,4.17634525,0.012207355308046628,,0.14363482627476412,,0.674,0.643,4523,
KOI 987.01,KOI 987,3.179262921,0.0063208680259758026,,0.10884129692870324,,0.961,0.845,5530,
KOI 1058.01,KOI 1058,5.67015514,0.0007644788872272648,,0.059773499132976374,,0.164,0.184,3337,
KOI 1059.01,KOI 1059,1.022678821,0.0026192733102255836,,0.08475346891989187,,0.883,0.806,5559,
KOI 1060.01,KOI 1060,12.1097104,0.018425248468350874,,0.2087611760763652,,1.261,1.351,6692,
KOI 1060.02,KOI 1060,4.75793986,0.012476168981244503,,0.1472033933871806,,1.261,1.351,6692,
KOI 1060.03,KOI 1060,20.4966197,0.015210411519948104,,0.17932049739892908,,1.261,1.351,6692,
KOI 1119.02,KOI 1119,13.55480416,0.0007254875283034782,,0.058881357354872245,,0.869,0.874,5370,
KOI 1123.01,KOI 1123,0.848483797,1,,2.7237088485518934,,1.019,0.936,5941,
KOI 1199.01,KOI 1199,53.5293487,0.018989247065243815,,0.21322188496688588,,0.772,0.725,4744,
KOI 1201.01,KOI 1201,2.75759025,0.0054712583658563475,,0.1043805880381826,,0.48,0.46,3712,
KOI 1202.01,KOI 1202,0.928310498,0.01182725005742083,,0.13114484138130636,,0.76,0.72,4894,
KOI 1203.01,KOI 1203,31.8841569,0.0309423071547329,,0.28102466010279936,,1.099,1.026,6102,
KOI 989.03,KOI 989,16.15811112,1,,7.684017134810827,,0.956,0.874,5619,
KOI 991.01,KOI 991,12.06222443,0.024565958336960184,,0.24979969786915496,,1.057,1.592,5957,
KOI 992.01,KOI 992,9.93143556,0.014464161109301587,,0.17129122139599198,,1.01,0.917,5880,
KOI 1060.04,KOI 1060,8.1934719,0.01182725005742083,,0.13114484138130636,,1.261,1.351,6692,
KOI 1061.01,KOI 1061,41.805985,0.01666659798665551,,0.1935947658485951,,0.961,0.973,5907,
KOI 1064.01,KOI 1064,1.187352514,1,,1.6049630588093207,,1.236,1.47,6422,
KOI 1188.01,KOI 1188,2.98809136,1,,2.292804369727601,,0.911,0.812,5492,
KOI 1191.01,KOI 1191,8.17242018,0.04632123356873957,,0.33455316678904684,,1.093,0.986,5993,
KOI 1192.01,KOI 1192,1295.362215,1,,5.15836376099805,,0.889,1.048,5609,
KOI 994.01,KOI 994,4.29895465,0.010551076838668526,,0.12668413249078572,,0.915,0.919,5518,
KOI 136.01,KOI 136,15.66388467,1,,2.092072469654173,,1.43,2.221,5996,
KOI 1066.01,KOI 1066,5.714817623,0.7951118225395488,,0.8769753678763548,,0.869,0.842,5695,
KOI 1067.01,KOI 1067,185.02287881,1,,9.069513316206534,,1.051,1.029,6195,
KOI 1069.01,KOI 1069,8.70419416,0.05527793062307933,,0.35864099479785816,,0.919,1.119,5423,
KOI 1127.03,KOI 1127,2.83669898,0.0065003931000440695,,0.10973343870680737,,1.016,0.921,5831,
KOI 1128.01,KOI 1128,0.974868926,0.005801588527586431,,0.10616487159439086,,0.924,0.832,5487,
KOI 1129.01,KOI 1129,4.89718784,0.009594493778887308,,0.12311556537836923,,0.794,0.847,5093,
KOI 1198.04,KOI 1198,1.00861677,,,,,,,,
KOI 1069.02,KOI 1069,2.46697439,0.015210411519948104,,0.17932049739892908,,0.919,1.119,5423,
KOI 141.01,KOI 141,2.624234598,0.09171283791914225,,0.4585608739455202,,0.992,0.879,5377,
KOI 1070.03,KOI 1070,92.77779,0.014464161109301587,,0.17129122139599198,,1.053,1.019,5888,
KOI 1203.03,KOI 1203,48.6476601,0.021349893727018857,,0.23017257875086425,,1.099,1.026,6102,
KOI 1204.01,KOI 1204,8.39846269,0.016570274015107838,,0.192702624070491,,1.084,1.031,6297,
KOI 1205.01,KOI 1205,8.63847725,0.016007682752572028,,0.18734977340186623,,1.039,0.988,6178,
KOI 1206.01,KOI 1206,422.917678,0.12141815083168211,,0.5254715073033296,,1.004,1.444,5796,
KOI 1002.01,KOI 1002,3.48159251,0.007058564351880744,,0.11240986404111974,,0.918,1.061,5473,
KOI 1005.01,KOI 1005,35.61760587,0.09617822108408051,,0.4692665752827697,,0.737,0.779,5123,
KOI 1072.01,KOI 1072,10.12804789,0.017362327432927576,,0.199839758295324,,0.959,1.007,6124,
KOI 1074.01,KOI 1074,3.770552098,1,,1.1606764533134666,,1.07,1.098,6302,
KOI 1075.01,KOI 1075,1.3437673,1,,1.67187369216713,,1.23,2.312,6324,
KOI 1141.01,KOI 1141,5.72812599,0.011557051442161374,,0.13471340849372287,,0.59,0.57,4065,
KOI 1142.01,KOI 1142,3.75574426,0.012960600326431513,,0.1534483858339095,,0.884,0.788,5311,
KOI 129.01,KOI 129,24.66919569,1,,1.0973343870680736,,1.291,1.409,6748,
KOI 942.01,KOI 942,11.51516988,0.02763643533990413,,0.2658582498750292,,0.905,0.803,5173,
KOI 1007.01,KOI 1007,7.40742793,0.01726058492951195,,0.19894761651721984,,1.002,0.961,5922,
KOI 142.01,KOI 142,10.916108342,0.05223302161742422,,0.3506117187949211,,1.051,0.932,5575,
KOI 1145.01,KOI 1145,30.58725115,0.01777741765188256,,0.20340832540774045,,1.033,0.952,6075,
KOI 1146.01,KOI 1146,7.09714223,0.0016210456185567009,,0.07404776758264237,,0.41,0.4,3555,
KOI 943.01,KOI 943,3.60147201,0.026219735239476377,,0.25872111565019623,,0.908,0.81,5335,
KOI 944.01,KOI 944,3.108250854,0.07166608544405326,,0.4068166508154809,,0.819,0.847,5330,
KOI 945.01,KOI 945,25.8474596,0.021216541398407063,,0.2292804369727601,,1.084,1.031,6297,
KOI 945.02,KOI 945,40.7155403,0.027454642851656882,,0.2649661080969251,,1.084,1.031,6297,
KOI 1014.01,KOI 1014,17.31716585,0.016007682752572028,,0.18734977340186623,,0.52,0.502,4719,
KOI 1015.01,KOI 1015,9.42887179,0.027095128830713675,,0.26318182454071687,,1.19,1.168,6495,
KOI 1081.01,KOI 1081,9.95637031,1,,1.927918382483014,,1.142,1.048,6140,
KOI 1082.01,KOI 1082,6.50323791,0.01200919165507888,,0.14095840094045176,,0.879,0.793,5258,
KOI 1082.02,KOI 1082,4.09666758,0.009828325711068054,,0.12400770715647336,,0.879,0.793,5258,
KOI 1082.03,KOI 1082,1.19655156,0.0063208680259758026,,0.10884129692870324,,0.879,0.793,5258,
KOI 1150.01,KOI 1150,0.677375164,0.0028216637665198236,,0.08653775247610011,,0.955,1.099,5735,
KOI 947.01,KOI 947,28.59915399,0.014147423879040725,,0.16772265428357547,,0.49,0.46,3750,
KOI 948.01,KOI 948,24.58721573,0.018097474040081694,,0.20608475074205287,,0.817,0.75,5465,
KOI 130.01,KOI 130,34.193598286,1,,1.9867997398378863,,1.14,1.786,6129,
KOI 949.01,KOI 949,12.53248465,0.03586813429974888,,0.3006517792210901,,0.991,0.904,5997,
KOI 950.01,KOI 950,31.201687691,0.3230325008919693,,0.7966826078469835,,0.462,0.45,3750,
KOI 1015.02,KOI 1015,4.08899022,0.01200919165507888,,0.14095840094045176,,1.19,1.168,6495,
KOI 1017.01,KOI 1017,17.44490636,0.024725675391208516,,0.2506918396472591,,0.882,0.966,5568,
KOI 1083.01,KOI 1083,7.33683936,0.012074933219429838,,0.14185054271855588,,0.932,0.847,5798,
KOI 1085.01,KOI 1085,7.71792296,0.002336069052052448,,0.08207704358557949,,0.54,0.52,3939,
KOI 1086.01,KOI 1086,27.6655226,0.017883258205377034,,0.2043004671858446,,0.939,1.017,6036,
KOI 149.01,KOI 149,14.55731705,0.08807507307971298,,0.449639456164479,,1.022,1.624,5683,
KOI 1154.01,KOI 1154,6.810825021,1,,2.326705757295558,,1.461,2.079,7226,
KOI 1020.01,KOI 1020,54.35637078,1,,2.955665710858966,,1.023,1.418,6058,
KOI 1022.01,KOI 1022,18.82747265,0.02656592082530671,,0.2605053992064045,,0.93,0.86,5687,
KOI 1024.01,KOI 1024,5.747725012,0.011620833825601714,,0.135605550271827,,0.53,0.52,3937,
KOI 1089.01,KOI 1089,86.67855186,0.4841798561524819,,0.8814360767668755,,1.039,1.043,6177,
KOI 1089.02,KOI 1089,12.218278,0.07795337862511804,,0.42376734459945936,,1.039,1.043,6177,
KOI 1159.01,KOI 1159,64.6174465,0.10191367752204716,,0.48264870195433157,,0.834,0.881,5043,
KOI 1160.01,KOI 1160,13.2140732,0.023331862278161725,,0.242662563644322,,0.806,0.726,5330,
KOI 953.01,KOI 953,3.584101216,0.08206458303784517,,0.4344730459367088,,1.021,0.922,5739,
KOI 131.01,KOI 131,5.014234575,1,,0.9394252923436435,,1.314,1.271,6475,
KOI 1029.01,KOI 1029,32.3123975,0.025878774322481743,,0.256936832093988,,1.042,0.973,6000,
KOI 1030.01,KOI 1030,9.22958009,0.018097474040081694,,0.20608475074205287,,1.083,1.035,6363,
KOI 1031.01,KOI 1031,14.5596237,0.013246260359756167,,0.15701695294632598,,0.983,0.966,5959,
KOI 144.01,KOI 144,4.176255514,0.032427150179265875,,0.28726965254952824,,0.836,0.786,4911,
KOI 1094.01,KOI 1094,6.10027804,0.024565958336960184,,0.24979969786915496,,1.026,0.937,5957,
KOI 1095.01,KOI 1095,51.59804248,0.1412231499328778,,0.6111171180013255,,0.95,0.856,5693,
KOI 1096.01,KOI 1096,1500,0.4669649288505302,,0.8742989425420425,,0.832,0.76,5606,
KOI 1162.01,KOI 1162,158.6853308,0.04570431936689653,,0.3327688832328386,,0.976,1.186,6126,
KOI 955.01,KOI 955,7.03902374,0.02006293496229358,,0.22125116096982297,,1.084,1.032,6319,
KOI 956.01,KOI 956,8.360868238,0.04570431936689653,,0.3327688832328386,,0.786,0.81,4743,
KOI 958.01,KOI 958,21.76129394,0.02006293496229358,,0.22125116096982297,,0.723,0.72,4919,
KOI 959.01,KOI 959,12.713794233,0.018097474040081694,,0.20608475074205287,,0.094,0.116,2661,
KOI 1032.01,KOI 1032,1500.1406772,1,,1.6370801628210694,,1.083,2.283,5009,
KOI 138.01,KOI 138,48.93787615,1,,2.337411458632807,,1.424,1.807,7061,
KOI 1099.01,KOI 1099,161.5280101,0.10517999288997992,,0.5486671935340368,,0.959,0.867,5870,
KOI 1101.01,KOI 1101,11.3910025,0.013102580839704538,,0.15523266939011773,,0.814,0.76,4999,
KOI 1165.01,KOI 1165,7.053936122,0.02095299423911337,,0.22749615341655183,,0.839,1.114,5775,
KOI 1165.02,KOI 1165,4.29264638,0.0024278187365781505,,0.08296918536368363,,0.839,1.114,5775,
KOI 1166.01,KOI 1166,7.67465618,0.018315120114395567,,0.20786903429826112,,1.079,1.001,6063,
KOI 1043.01,KOI 1043,0.591914636,1,,1.8654684580157253,,0.712,0.654,5120,
KOI 1360.03,KOI 1360,0.764020072,0.0020761488670498858,,0.07940061825126712,,0.848,0.759,5153,
KOI 1362.01,KOI 1362,20.5135449,0.020438317116158008,,0.22392758630413534,,0.739,0.695,5305,
KOI 1426.03,KOI 1426,150.0190609,1,,1.207959967552985,,1.04,1.04,6150,
KOI 1427.01,KOI 1427,2.613020856,0.011557051442161374,,0.13471340849372287,,0.53,0.51,3878,
KOI 1428.01,KOI 1428,0.927859821,0.016007682752572028,,0.18734977340186623,,0.754,0.783,4911,
KOI 1429.01,KOI 1429,205.912082,0.08068210054585528,,0.43090447882429234,,0.85,0.897,5717,
KOI 1239.01,KOI 1239,0.783276166,0.013102580839704538,,0.15523266939011773,,1.132,1.03,6108,
KOI 1239.02,KOI 1239,3.17405968,0.013391699751933203,,0.15880123650253425,,1.132,1.03,6108,
KOI 162.01,KOI 162,14.00640607,0.024565958336960184,,0.24979969786915496,,1.036,1.005,5883,
KOI 1431.01,KOI 1431,345.1598738,0.21898093299305002,,0.7092527135927793,,1.054,0.953,5628,
KOI 1242.01,KOI 1242,99.6443146,0.3841263622786948,,0.8341525625273568,,1.211,1.189,6459,
KOI 155.01,KOI 155,5.660672935,0.047897893277621735,,0.3390138756795675,,0.911,1.344,5716,
KOI 1245.01,KOI 1245,13.71933369,0.016007682752572028,,0.18734977340186623,,1.16,1.156,6428,
KOI 1308.01,KOI 1308,23.58447697,0.015735915149708655,,0.18467334806755384,,1.005,0.937,5973,
KOI 1433.01,KOI 1433,19.80792185,0.017989941138038083,,0.20519260896394872,,0.941,0.851,5787,
KOI 1434.01,KOI 1434,2.343231895,0.008694217181713183,,0.11954699826595275,,0.811,0.853,4876,
KOI 1246.01,KOI 1246,19.03720488,0.016099658218354126,,0.18824191517997035,,0.99,1.013,6258,
KOI 1247.01,KOI 1247,2.739873777,1,,1.8449491971193304,,1.15,1.35,6534,
KOI 1309.01,KOI 1309,10.11716531,0.03114987578396552,,0.2819168018809035,,1.393,1.554,7138,
KOI 1310.01,KOI 1310,19.12947337,0.017672411887566086,,0.20251618362963636,,1.05,0.97,6061,
KOI 1311.01,KOI 1311,83.5783259,0.04726129824584893,,0.3372295921233592,,1.094,1.401,6190,
KOI 1312.01,KOI 1312,6.1469851,0.013391699751933203,,0.15880123650253425,,1.083,1.033,6341,
KOI 163.01,KOI 163,11.11990653,0.013839185548687667,,0.16415408717115898,,0.707,0.702,5074,
KOI 1367.01,KOI 1367,0.567857136,0.010065691368859842,,0.12489984893457748,,0.794,0.727,5076,
KOI 156.01,KOI 156,8.041331208,0.0074472135885528135,,0.11419414759732799,,0.56,0.54,3983,
KOI 1254.01,KOI 1254,5.082733397,0.09061355337069835,,0.45588444861120786,,1,1,5780,
KOI 1314.01,KOI 1314,8.57503552,0.06752083169955714,,0.3952188077001273,,1.345,3.549,5048,
KOI 1315.01,KOI 1315,6.84638908,0.008264894820840073,,0.11776271470974449,,1.149,1.049,6029,
KOI 1316.01,KOI 1316,7.64972303,0.013391699751933203,,0.15880123650253425,,1.23,2.024,5720,
KOI 1316.02,KOI 1316,12.37679312,,,,,,,,
KOI 1369.01,KOI 1369,3.01618319,0.012612682585984877,,0.14898767694338885,,1.062,0.999,6043,
KOI 1370.01,KOI 1370,6.88337562,0.013246260359756167,,0.15701695294632598,,0.88,0.802,5693,
KOI 1437.01,KOI 1437,7.01734994,0.011878609310077826,,0.13917411738424348,,0.974,0.967,6052,
KOI 1438.01,KOI 1438,6.91134416,0.01105075068646744,,0.128468416046994,,0.967,0.99,5907,
KOI 1439.01,KOI 1439,394.6244904,0.24737190448070018,,0.7369091087140072,,1.164,1.886,5858,
KOI 1440.01,KOI 1440,7.19303878,0.012476168981244503,,0.1472033933871806,,1.06,0.991,6185,
KOI 1258.03,KOI 1258,148.2722671,0.07037708634977916,,0.4032480837030644,,0.984,0.884,5717,
KOI 1318.01,KOI 1318,1.634614126,1,,1.4943374783244092,,1.001,0.978,6124,
KOI 1320.01,KOI 1320,10.506825646,0.6490088287625834,,0.8395054131959816,,0.859,0.784,5122,
KOI 1321.01,KOI 1321,0.711966924,1,,2.2446287137099783,,0.741,0.83,5486,
KOI 1375.01,KOI 1375,321.2125073,0.08879656621284786,,0.45142373972068717,,0.869,0.901,5982,
KOI 1377.01,KOI 1377,11.29695137,0.011943752897771038,,0.1400662591623476,,0.947,0.998,6241,
KOI 1378.01,KOI 1378,19.30096321,0.041599892357691286,,0.32027889833938084,,1.287,2.407,5754,
KOI 19.01,KOI 19,1.203200978,1,,2.9547735690808614,,1.045,1.349,6218,
KOI 1450.01,KOI 1450,2.144632852,1,,1.535376000117199,,1.076,1.305,6296,
KOI 1452.01,KOI 1452,1.152216939,1,,1.9805547473911573,,1.46,1.77,7172,
KOI 1261.01,KOI 1261,133.4605235,0.18631017800598176,,0.6726749006905102,,1.117,1.012,6063,
KOI 1261.02,KOI 1261,15.19421803,0.014464161109301587,,0.17129122139599198,,1.117,1.012,6063,
KOI 1323.01,KOI 1323,3.990106229,0.3475333623738627,,0.7154977060395081,,1.004,0.913,5926,
KOI 1325.01,KOI 1325,10.035385814,0.07593852601432842,,0.41841449393083463,,0.935,0.847,5835,
KOI 1326.01,KOI 1326,53.100947891,1,,1.4265347031884958,,0.752,0.74,5378,
KOI 1379.01,KOI 1379,5.62153941,0.005801588527586431,,0.10616487159439086,,0.846,0.911,5628,
KOI 1441.01,KOI 1441,8.50699658,0.014464161109301587,,0.17129122139599198,,0.951,0.986,5822,
KOI 1444.01,KOI 1444,44.9309804,0.024250206601461956,,0.2480154143129467,,1.019,1.25,6354,
KOI 1264.01,KOI 1264,14.13176026,0.026392171138479272,,0.2596132574283004,,0.905,0.824,5626,
KOI 1266.01,KOI 1266,11.41928253,0.01181375325229529,,0.13828197560613936,,0.51,0.49,3822,
KOI 1268.01,KOI 1268,268.9412889,0.6856217774548982,,0.9438860012341642,,1.058,0.989,6201,
KOI 1328.01,KOI 1328,80.9669568,0.10113907175800248,,0.48086441839812333,,0.807,0.737,5610,
KOI 1329.01,KOI 1329,33.1995648,0.021084244102596923,,0.22838829519465598,,0.83,0.76,5307,
KOI 1331.01,KOI 1331,6.80083977,0.014147423879040725,,0.16772265428357547,,0.751,0.713,4812,
KOI 1385.01,KOI 1385,18.610092049,1,,5.351066385068541,,0.974,0.891,6077,
KOI 165.01,KOI 165,13.2217576,0.025542977116091176,,0.25515254853777974,,0.774,0.837,5237,
KOI 1386.01,KOI 1386,1.13752506,1,,3.8299646534010083,,0.939,0.937,5912,
KOI 1387.01,KOI 1387,23.799941396,1,,7.130889232386271,,0.991,0.957,5934,
KOI 1445.01,KOI 1445,7.16892463,0.006869220436618467,,0.11151772226301562,,1.213,1.137,6343,
KOI 1445.02,KOI 1445,54.325574,0.0011881997184249966,,0.0678027751359135,,1.213,1.137,6343,
KOI 1445.03,KOI 1445,20.01959599,,,,,,,,
KOI 1447.01,KOI 1447,40.24651607,1,,8.712656604964884,,1.174,1.691,6594,
KOI 1447.02,KOI 1447,2.279996661,1,,1.6834715352824838,,1.174,1.691,6594,
KOI 1448.01,KOI 1448,2.48658679,1,,2.175933796795961,,1.183,1.154,5933,
KOI 156.03,KOI 156,11.776138457,0.015558126522595864,,0.1828890645113456,,0.56,0.54,3983,
KOI 1271.01,KOI 1271,162.0540766,0.6599688393848827,,0.9376410087874353,,1.215,1.389,6628,
KOI 1273.01,KOI 1273,40.0587473,0.038110905018116634,,0.3086810552240272,,0.972,0.872,5674,
KOI 1391.01,KOI 1391,7.981186943,1,,156.57177419905202,,1.056,0.989,6217,
KOI 1393.01,KOI 1393,1.694740676,0.02095299423911337,,0.22749615341655183,,0.569,0.563,3872,
KOI 1455.01,KOI 1455,15.068059056,1,,1.5746302383537805,,1.047,0.96,5982,
KOI 1456.01,KOI 1456,7.886631104,0.5968504315490555,,0.8234468611901073,,0.946,1.135,5847,
KOI 1457.01,KOI 1457,8.027680595,0.5112831541763779,,0.7931140407345671,,1.009,0.887,5569,
KOI 1275.01,KOI 1275,50.28638192,0.031995272040181454,,0.28548536899332,,0.875,0.945,5642,
KOI 1276.01,KOI 1276,22.79021423,0.016763673268475034,,0.19448690762669923,,0.953,0.857,5632,
KOI 1276.02,KOI 1276,13.26084292,0.007058564351880744,,0.11240986404111974,,0.953,0.857,5632,
KOI 1335.01,KOI 1335,127.8338098,0.18853440112987283,,0.6753513260248226,,1.084,1.689,6205,
KOI 1336.04,KOI 1336,4.45815716,0.01200919165507888,,0.14095840094045176,,1.017,1.083,6100,
KOI 1395.01,KOI 1395,6.230330323,0.057857579423047596,,0.3666702708007954,,0.983,0.865,5477,
KOI 166.01,KOI 166,12.49341307,0.015210411519948104,,0.17932049739892908,,0.767,0.758,5193,
KOI 1397.01,KOI 1397,6.247032753,0.0182058645019643,,0.20697689252015697,,0.549,0.542,3957,
KOI 1207.01,KOI 1207,13.73469807,0.016379849649289752,,0.19091834051428275,,0.726,0.772,5196,
KOI 1208.01,KOI 1208,700.00298217,0.11859618224319657,,0.5736471633209523,,1.136,1.118,6487,
KOI 1209.01,KOI 1209,272.0868353,0.12397983571350134,,0.5308243579719544,,0.806,0.791,5587,
KOI 1210.01,KOI 1210,14.5539759,0.01922122141196718,,0.21500616852309412,,1.221,1.144,6362,
KOI 1278.01,KOI 1278,24.80568031,0.017989941138038083,,0.20519260896394872,,0.968,0.887,6102,
KOI 1278.02,KOI 1278,44.3470995,0.02148430868941088,,0.23106472052896834,,0.968,0.887,6102,
KOI 1337.01,KOI 1337,1.92279873,0.006869220436618467,,0.11151772226301562,,0.808,0.778,5155,
KOI 1338.01,KOI 1338,3.222969273,0.011620833825601714,,0.135605550271827,,0.899,0.96,5823,
KOI 1339.01,KOI 1339,4.16809082,0.014707583850186152,,0.17396764673030435,,1.096,1.183,5739,
KOI 1398.01,KOI 1398,5.82349237,0.02318294114622877,,0.24177042186621786,,0.916,0.864,5774,
KOI 1399.01,KOI 1399,8.75061175,0.02217258907845145,,0.23552542941948898,,0.884,0.78,4939,
KOI 1402.01,KOI 1402,7.1396941,0.018315120114395567,,0.20786903429826112,,1.101,0.993,6014,
KOI 1403.01,KOI 1403,18.7546998,0.013174204419352596,,0.15612481116822186,,0.56,0.54,3977,
KOI 1212.01,KOI 1212,11.30119217,0.013174204419352596,,0.15612481116822186,,1.014,0.994,5948,
KOI 1214.01,KOI 1214,4.24153639,0.011557051442161374,,0.13471340849372287,,0.875,1.047,5776,
KOI 1215.01,KOI 1215,17.32417247,0.027274209890220346,,0.26407396631882096,,1.125,1.692,5941,
KOI 1279.01,KOI 1279,14.37457351,0.014304699747848941,,0.16950693783978374,,0.95,1.031,5775,
