NAME,STAR,PER,MASS,SEP,R,PLANETDISCMETH,MSTAR,RSTAR,TEFF,DATE,DENSITY,LUMINOSITY,MISSION
HD 139357 b,HD 139357,1125.7,10.0754,2.34618,N/A,RV,1.35,7.76389,4700,2009,N/A,26.35355434631005,HD
HD 1461 b,HD 1461,5.7727,0.0240044,0.0635202,N/A,RV,1.026,1.12553,5765,2010,N/A,1.2537196001596558,HD
Kepler-283 c,Kepler-283,92.743711,0.013404,0.400986,0.16237,Transit,N/A,0.566,4351,2014,3.1312610644802277,0.10286750682778843,Kepler
HAT-P-30 b,HAT-P-30,2.810595,0.711088,0.0419042,1.34,Transit,1.242,1.215,6304,2011,0.29553654057338596,2.088845853278218,HAT
Kepler-430 c,Kepler-430,110.979,0.0129028,0.4757,0.156,Transit,1.166,1.485,5884,2010,3.3986966322218066,2.3682774624304197,Kepler
Kepler-251 d,Kepler-251,30.133001,0.0232079,0.189511,0.247123,Transit,N/A,0.89,5526,2014,1.5377954535087588,0.6617783484511908,Kepler
Kepler-234 b,Kepler-234,2.711506,0.0425085,0.0380552,0.330092,Transit,N/A,1.113,6224,2014,1.1818789940117336,1.665550031981172,Kepler
Kepler-37 b,Kepler-37,13.367308,0.00958673,0.102457,0.0270078,Transit,0.803,0.77,5417,2013,486.63697085208054,0.4574101645260706,Kepler
Kepler-392 c,Kepler-392,10.423118,0.00409374,0.0933838,0.0981354,Transit,N/A,1.129,5938,2014,4.331570588402455,1.4198343388522026,Kepler
HD 8535 b,HD 8535,1313,0.682196,2.4447,N/A,RV,1.13,1.0437,6136,2010,N/A,1.3835083647061195,HD
HAT-P-28 b,HAT-P-28,3.257215,0.627833,0.0433674,1.212,Transit,1.025,1.103,5680,2011,0.3526456332717205,1.1345754610125751,HAT
Kepler-349 c,Kepler-349,12.247629,0.014454,0.103986,0.174859,Transit,N/A,0.927,5956,2014,2.7034996018486606,0.9688738694795473,Kepler
HD 4203 b,HD 4203,431.88,2.08215,1.16537,N/A,RV,1.13,1.15783,5701.69,2002,N/A,1.269383998053066,HD
Kepler-331 d,Kepler-331,32.134328,0.0121773,0.197812,0.146311,Transit,N/A,0.492,4347,2014,3.8879645845946245,0.07744221833053032,Kepler
HD 102956 b,HD 102956,6.4948,0.951497,0.0810025,N/A,RV,1.68,3.42909,5054,2010,N/A,6.873655095209651,HD
WTS-2 b,WTS-2,1.0187074,1.12,0.0185537,1.3,Transit,0.82,0.761,5000,2014,0.5097886903723838,0.324293578758322
Kepler-362 c,Kepler-362,37.866281,0.010538,0.220686,0.12936,Transit,N/A,0.722,5788,2014,4.868110238026272,0.5241764478652057,Kepler
Kepler-186 e,Kepler-186,22.407793,0.00672298,0.121623,0.113201,Transit,0.478,0.472,3788,2014,4.634610699425732,0.04109726276161992,Kepler
Kepler-321 c,Kepler-321,13.093921,0.0176845,0.108723,0.206977,Transit,N/A,1.194,5740,2014,1.9944757145923828,1.3865809899365844,Kepler
Kepler-376 c,Kepler-376,14.172327,0.0131908,0.114613,0.159693,Transit,N/A,1.175,5900,2014,3.239035644802692,1.4989004787646296,Kepler
Fomalhaut b,Fomalhaut,318498,0.5,113.443,N/A,Imaging,1.92,1.842,8590,2008,N/A,16.551635951597692
GJ 176 b,GJ 176,8.7832,0.0259969,0.0656822,N/A,RV,0.49,N/A,N/A,2009,N/A,N/A,GJ
HD 23079 b,HD 23079,730.6,2.4433,1.59509,N/A,RV,1.012,1.16249,5927.07,2002,N/A,1.494265245266279,HD
HD 178911 B b,HD 178911 B,71.484,7.29127,0.344904,N/A,RV,1.06421,0.894377,5667.87,2002,N/A,0.7396219398099573,HD
WASP-58 b,WASP-58,5.01718,0.891379,0.0562022,1.37,Transit,0.94,1.17,5800,2013,0.34665935733572134,1.3879464687458614,WASP
Kepler-244 c,Kepler-244,9.767292,0.0151834,0.0894244,0.182889,Transit,N/A,0.803,5554,2014,2.4820384689561727,0.5497226238688807,Kepler
Kepler-354 b,Kepler-354,5.47666,0.0135483,0.0608066,0.164154,Transit,N/A,0.674,4648,2014,3.0628986465852575,0.18996486753776837,Kepler
Kepler-278 b,Kepler-278,30.160546,0.0541479,0.189627,0.363101,Transit,N/A,2.935,4991,2014,1.1311013322934762,4.7891176838206535,Kepler
HD 162020 b,HD 162020,8.428198,15.2138,0.0756944,N/A,RV,0.8,0.526361,4844.67,2002,N/A,0.1367455571405244,HD
Kepler-183 b,Kepler-183,5.687945,0.0152673,0.0623606,0.183781,Transit,N/A,0.958,5888,2014,2.4595895504228746,0.9883055677122713,Kepler
MOA-bin-1L b,MOA-bin-1L,N/A,3.7,8.3,N/A,Microlensing,0.75,N/A,N/A,2012,N/A,N/A,MOA
Kepler-210 c,Kepler-210,7.972513,0.0403249,0.0781034,0.322955,Transit,N/A,0.65,4559,2014,1.1971525410589772,0.16352874381711446,Kepler
Kepler-437 b,Kepler-437,66.65062,0.0159616,0.286604,0.19092,Transit,0.707,0.68,4551,2010,2.2936353674853684,0.1777191330403344,Kepler
Kepler-184 d,Kepler-184,29.022358,0.0195472,0.184825,0.222143,Transit,N/A,0.873,5788,2014,1.7831541526942183,0.7663578242091861,Kepler
HD 168746 b,HD 168746,6.404,0.245103,0.0655505,N/A,RV,0.916,0.888361,5563.62,2002,N/A,0.6774821010731807,HD
GJ 876 c,GJ 876,30.0881,0.612168,0.129574,N/A,RV,0.32,N/A,N/A,2001,N/A,N/A,GJ
Kepler-20 c,Kepler-20,10.854092,0.0495058,0.0930411,0.273643,Transit,0.912,0.944,5466,2011,2.416046477672145,0.7127078077786153,Kepler
Kepler-47 b,Kepler-47,49.514,0.026473,0.267621,0.265621,Transit,1.043,0.964,5636,2012,1.4125966377112336,0.8400923386085388,Kepler
Kepler-296 b,Kepler-296,3.621457,0.00233796,0.0461525,0.0838612,Transit,N/A,0.557,4249,2014,3.964204858938214,0.09060378341542734,Kepler
Kepler-402 b,Kepler-402,4.028751,0.00587447,0.0495511,0.108841,Transit,N/A,1.264,6090,2014,4.556101084769575,1.9690300176449185,Kepler
Kepler-260 b,Kepler-260,8.187399,0.0148535,0.0795006,0.17932,Transit,N/A,0.862,5250,2014,2.575993961717107,0.5057556740600953,Kepler
Kepler-255 c,Kepler-255,9.946047,0.0266892,0.0905121,0.26675,Transit,N/A,0.933,5573,2014,1.4061268544708103,0.7523301699579734,Kepler
HD 215497 b,HD 215497,3.93404,0.020855,0.0465952,N/A,RV,0.872,1.10659,5113,2010,N/A,0.7498349376714861,HD
Kepler-62 f,Kepler-62,267.291,0,0.717595,0.12568,Transit,0.69,0.64,4925,2013,0.0,0.2159105709444709,Kepler
HATS-5 b,HATS-5,4.763387,0.237663,0.0542014,0.912,Transit,0.936,0.871,5304,2014,0.3133136316635934,0.5379468764256718,HAT
HD 154345 b,HD 154345,3341.5588,0.956901,4.21377,N/A,RV,0.893,1,5468.12,2007,N/A,0.8010159530277609,HD
Kepler-60 c,Kepler-60,8.9193459,0.0192896,0.0871504,0.220162,Transit,1.11,1.5,5915,2013,1.807583495476536,2.4676896098324814,Kepler
Kepler-395 c,Kepler-395,34.989262,0.00769114,0.209361,0.117763,Transit,N/A,0.556,4262,2014,4.709408521006644,0.09138867551870104,Kepler
HD 217107 b,HD 217107,7.1268163,1.40112,0.0750282,N/A,RV,1.108,1.5,5704.36,1999,N/A,2.134515142679405,HD
Kepler-431 c,Kepler-431,8.703,0.00075757,0.0847193,0.0609,Transit,1.071,1.092,6004,2010,3.354077713608934,1.3883438140479305,Kepler
mu Ara c,mu Ara,4205.8,1.88907,5.34057,N/A,RV,1.147,1.25035,5784.28,2004,N/A,1.5680122320172782
HD 7199 b,HD 7199,615,0.295018,1.36155,N/A,RV,0.89,1.11756,5386,2011,N/A,0.941664314981658,HD
Kepler-233 c,Kepler-233,60.418955,0.0223552,0.301339,0.24177,Transit,N/A,0.758,5360,2014,1.5818800860413178,0.4248998605643118,Kepler
GJ 433 b,GJ 433,7.3709,0.0181986,0.0580371,N/A,RV,0.48,N/A,3600,2013,N/A,N/A,GJ
HD 159243 b,HD 159243,12.62,1.13,0.110366,N/A,RV,1.125,1.12,6123,2013,N/A,1.5797272205672166,HD
Kepler-327 d,Kepler-327,13.969457,0.0127755,0.113517,0.15434,Transit,N/A,0.492,3799,2014,3.4749187085220914,0.04517481662023964,Kepler
HAT-P-31 b,HAT-P-31,5.005425,2.16904,0.0611921,1.07,Transit,1.218,1.36,6065,2011,1.7705918412811383,2.24228109885556,HAT
OGLE-TR-113 b,OGLE-TR-113,1.4324757,1.26,0.0228946,1.093,Transit,0.779,0.774,4790,2004,0.964966618711041,0.28256150401411484,OGLE
Kepler-356 c,Kepler-356,13.121632,0.0133325,0.108876,0.161477,Transit,N/A,1.335,6133,2014,3.166516870749727,2.2591413706555112,Kepler
Kepler-41 b,Kepler-41,1.855558,0.493545,0.0289537,0.841,Transit,0.94,0.966,5660,2011,0.8297380375168256,0.8580428883231842,Kepler
Kepler-270 b,Kepler-270,11.476094,0.0148535,0.0995717,0.17932,Transit,N/A,1.461,6067,2014,2.575993961717107,2.5911074927766653,Kepler
HD 285507 b,HD 285507,6.0881,0.917,0.0588842,N/A,RV,0.734,0.656,4503,2014,N/A,0.15852745413243527,HD
HD 40307 d,HD 40307,20.46,0.028076,0.132422,N/A,RV,0.74,0.839223,4977,2009,N/A,0.3871812673179162,HD
HD 290327 b,HD 290327,2443,2.54762,3.43052,N/A,RV,0.9,0.997399,5552,2010,N/A,0.8468855157997055,HD
Kepler-438 b,Kepler-438,35.23319,0.00436191,0.171702,0.0999205,Transit,0.544,0.52,3748,2010,4.372352176266806,0.047807279944715994,Kepler
GJ 876 e,GJ 876,124.26,0.039229,0.333345,N/A,RV,0.32,N/A,N/A,2010,N/A,N/A,GJ
HD 169830 c,HD 169830,2102,4.06407,3.60184,N/A,RV,1.407,1.80318,6221.43,2004,N/A,4.36443528492889,HD
47 UMa c,47 UMa,2391,0.545774,3.57197,N/A,RV,1.063,1.11869,5882.31,2002,N/A,1.342456318866816
Kepler-85 b,Kepler-85,8.306,0.0145548,0.0780663,0.176,Transit,0.92,1.24,5497,2012,2.6697492264936176,1.2578687758017213,Kepler
Kepler-313 c,Kepler-313,32.273273,0.0205131,0.198382,0.22928,Transit,N/A,1.536,5727,2014,1.7019038029350648,2.273946184370136,Kepler
Kepler-199 b,Kepler-199,23.637604,0.0288426,0.161192,0.277456,Transit,N/A,0.967,5644,2014,1.350374645430568,0.8501390923983386,Kepler
Kepler-172 b,Kepler-172,2.940309,0.0179955,0.0401669,0.209653,Transit,N/A,1.085,5526,2014,1.9528231049707638,0.9835399775980975,Kepler
Kepler-223 d,Kepler-223,14.788759,0.0265182,0.117913,0.265858,Transit,N/A,1.017,5829,2014,1.4112276355313418,1.0698112132718367,Kepler
Kepler-431 d,Kepler-431,11.922,0.00452953,0.104497,0.101,Transit,1.071,1.092,6004,2010,4.396339773908327,1.3883438140479305,Kepler
Kepler-360 b,Kepler-360,3.289672,0.0122424,0.0432887,0.147203,Transit,N/A,1.058,6053,2014,3.838122332353834,1.3463037317245332,Kepler
Kepler-246 b,Kepler-246,4.60182,0.0178911,0.0541452,0.208761,Transit,N/A,0.831,5206,2014,1.9664874008280067,0.4544726170757519,Kepler
Kepler-347 b,Kepler-347,12.79836,0.0145328,0.10708,0.175752,Transit,N/A,1.005,6088,2014,2.677014354862855,1.2431390734475574,Kepler
HD 63765 b,HD 63765,358,0.643827,0.94038,N/A,RV,0.865,0.975102,5432,2011,N/A,0.7416997933982453,HD
Kepler-217 c,Kepler-217,8.586004,0.0136211,0.0820605,0.165046,Transit,N/A,1.799,6171,2014,3.0296984302590255,4.205072916146598,Kepler
HD 85390 b,HD 85390,788,0.131884,1.52377,N/A,RV,0.76,0.958233,5186,2011,N/A,0.5950607627915392,HD
Kepler-401 c,Kepler-401,47.318218,0.0160511,0.256031,0.19181,Transit,N/A,1.333,6117,2014,2.274538514793334,2.2289649500467723,Kepler
Kepler-299 c,Kepler-299,6.885875,0.0215411,0.0708347,0.236417,Transit,N/A,1.032,5617,2014,1.630174146831441,0.9498742369070066,Kepler
Kepler-112 b,Kepler-112,8.408878,0.0181008,0.080928,0.210545,Transit,N/A,0.841,5544,2014,1.9393902305734296,0.5986512539799338,Kepler
Kepler-155 c,Kepler-155,52.661793,0.0168894,0.27496,0.199839,Transit,N/A,0.62,4508,2014,2.1162925772483585,0.14223550761494827,Kepler
Kepler-271 c,Kepler-271,7.410935,0.00291583,0.0743912,0.089214,Transit,N/A,0.88,5524,2014,4.106439182006728,0.6460543313329595,Kepler
Kepler-241 c,Kepler-241,36.065978,0.0205131,0.213635,0.22928,Transit,N/A,0.668,4699,2014,1.7019038029350648,0.1949232857794449,Kepler
WASP-77 A b,WASP-77 A,1.3600309,1.75921,0.0240531,1.21,Transit,1.002,0.955,5500,2013,0.9930332830622426,0.7477329513067054,WASP
Kepler-164 c,Kepler-164,10.945723,0.022635,0.0964797,0.243554,Transit,N/A,1.148,5888,2014,1.566739994059351,1.4192012989289977,Kepler
Kepler-371 b,Kepler-371,34.763278,0.0139171,0.208459,0.168615,Transit,N/A,0.992,5666,2014,2.903102420847899,0.908696057019027,Kepler
55 Cnc e,55 Cnc,0.736546,0.0263671,0.0154393,0.185565,RV,0.905,0.943,5196,2004,4.126448213562926,0.5807496725696116
HIP 57274 d,HIP 57274,431.7,0.528573,1.00678,N/A,RV,0.73,0.68,4640,2012,N/A,0.1920342820891637,HIP
HD 221287 b,HD 221287,456.10001,3.11535,1.25015,N/A,RV,1.25,1.10236,6304,2007,N/A,1.71949425336431,HD
HD 192699 b,HD 192699,345.53,2.29191,1.12292,N/A,RV,1.58,3.61317,5141,2007,N/A,8.17064281218547,HD
Kepler-178 d,Kepler-178,96.678988,0.0500833,0.412251,0.352395,Transit,N/A,1.066,5676,2014,1.1444740619125386,1.0567517484363855,Kepler
Kepler-312 b,Kepler-312,1.772419,0.00711292,0.0286627,0.115086,Transit,N/A,1.467,6115,2014,4.6664075672683225,2.696094383635942,Kepler
Kepler-164 b,Kepler-164,5.03503,0.00960182,0.0574921,0.125792,Transit,N/A,1.148,5888,2014,4.823882541991872,1.4192012989289977,Kepler
Kepler-341 b,Kepler-341,5.195528,0.00523423,0.0587074,0.105273,Transit,N/A,1.024,6012,2014,4.486462426402502,1.2273398050555526,Kepler
Kepler-311 c,Kepler-311,19.738286,0.0100631,0.142937,0.127576,Transit,N/A,1.188,5905,2014,4.846487260225924,1.537451794143315,Kepler
HD 181342 b,HD 181342,663,3.14944,1.777,N/A,RV,1.7,4.76324,4965,2010,N/A,12.352957822974755,HD
WASP-8 b,WASP-8,8.158715,2.13797,0.080153,1.038,Transit,1.03,0.945,5600,2010,1.9116649479333063,0.7868731811383581,WASP
HD 131496 b,HD 131496,883,2.24115,2.1121,N/A,RV,1.61,4.56407,4927,2011,N/A,10.998256928365741,HD
Kepler-154 c,Kepler-154,62.303276,0.0260126,0.307572,0.263181,Transit,N/A,1.001,5690,2014,1.4269948152472496,0.9410360023530852,Kepler
Kepler-334 c,Kepler-334,12.758005,0.0100631,0.106855,0.127576,Transit,N/A,1.068,5828,2014,4.846487260225924,1.178988845744431,Kepler
Kepler-372 c,Kepler-372,20.053763,0.0155228,0.144457,0.186457,Transit,N/A,1.137,6509,2014,2.394617850358939,2.0790600535058203,Kepler
Kepler-127 b,Kepler-127,14.435889,0.00937625,0.11603,0.1249,Transit,N/A,1.359,6106,2014,4.8122047122623455,2.3001445617962575,Kepler
HD 44219 b,HD 44219,472.3,0.589265,1.18713,N/A,RV,1,1.36324,5752,2010,N/A,1.8226747166345367,HD
75 Cet b,75 Cet,691.9,2.7597,1.97678,N/A,RV,2.15,10.5,4904,2012,N/A,57.130689132056325
Kepler-27 b,Kepler-27,15.3348,0.051622,0.10464,0.356538,Transit,0.65,0.59,5400,2011,1.138989145339827,0.2651966789510766,Kepler
Kepler-210 b,Kepler-210,2.453234,0.0258466,0.0355986,0.262289,Transit,N/A,0.65,4559,2014,1.4324036549298604,0.16352874381711446,Kepler
Kepler-40 b,Kepler-40,6.87349,2.17684,0.0806644,1.17,Transit,1.48,2.13,6510,2011,1.3591617832037775,7.300829053296853,Kepler
Kepler-171 c,Kepler-171,11.463462,0.020389,0.0994986,0.228388,Transit,N/A,0.839,5642,2014,1.7115055522671534,0.6390653450655154,Kepler
Kepler-298 c,Kepler-298,22.92881,0.0142208,0.157953,0.172183,Transit,N/A,0.582,4465,2014,2.7858353702212706,0.120620421217575,Kepler
Kepler-331 c,Kepler-331,17.28111,0.0135483,0.130814,0.164154,Transit,N/A,0.492,4347,2014,3.0628986465852575,0.07744221833053032,Kepler
HD 220074 b,HD 220074,672.1,11.1883,1.60044,N/A,RV,1.2,54.7067,3935,2013,N/A,642.9082543025376,HD
Kepler-133 b,Kepler-133,8.129976,0.0129814,0.0791285,0.157017,Transit,N/A,1.425,5736,2014,3.353387465990996,1.9694969739202437,Kepler
WASP-89 b,WASP-89,3.3564227,5.82191,0.0427555,1.04,Transit,0.92,0.88,4955,2015,5.1756833746614905,0.41824330535558024,WASP
HAT-P-39 b,HAT-P-39,3.54387,0.599196,0.0509456,1.571,Transit,1.404,1.625,6430,2012,0.15454059539067935,4.04426533444972,HAT
WASP-26 b,WASP-26,2.7566,1.01746,0.0399686,1.32,Transit,1.12,1.34,5059,2010,0.44238234012972827,1.0537979099982824,WASP
WASP-71 b,WASP-71,2.9036747,2.242,0.0463361,1.5,Transit,1.572,2.32,6050,2013,0.6642997083760057,6.460802821542669,WASP
HIP 2247 b,HIP 2247,655.6,5.12319,1.33884,N/A,RV,0.74,1.07261,4714,2009,N/A,0.5090155085195018,HIP
GJ 876 d,GJ 876,1.93778,0.0184193,0.0208066,N/A,RV,0.32,N/A,N/A,2005,N/A,N/A,GJ
Kepler-312 c,Kepler-312,19.747412,0.0296032,0.142982,0.281024,Transit,N/A,1.467,6115,2014,1.333861252029113,2.696094383635942,Kepler
OGLE-TR-56 b,OGLE-TR-56,1.211909,1.39,0.0238308,1.363,Transit,1.228,1.363,6050,2003,0.5489457959757758,2.229986473873087,OGLE
Kepler-235 c,Kepler-235,7.824904,0.00692663,0.0771364,0.114194,Transit,N/A,0.554,4255,2014,4.651514327725826,0.09013776921380101,Kepler
Kepler-146 c,Kepler-146,76.732171,0.0292202,0.353393,0.27924,Transit,N/A,1.208,5948,2014,1.3420000340912885,1.6364650198326416,Kepler
Kepler-372 d,Kepler-372,30.092568,0.0125062,0.189342,0.150772,Transit,N/A,1.137,6509,2014,3.6489298391478187,2.0790600535058203,Kepler
Kepler-156 b,Kepler-156,4.973456,0.0174811,0.0570224,0.205192,Transit,N/A,0.807,5094,2014,2.0234371263057085,0.3928907919261021,Kepler
HD 38529 b,HD 38529,14.310195,0.803263,0.1272,N/A,RV,1.34,2.02418,5674,2001,N/A,3.8049118814575285,HD
Kepler-393 c,Kepler-393,14.613612,0.00789025,0.11698,0.118655,Transit,N/A,1.382,6189,2014,4.723183989093802,2.5106549818481643,Kepler
Kepler-136 c,Kepler-136,16.399235,0.014692,0.126325,0.177536,Transit,N/A,1.355,6165,2014,2.6255715522510785,2.376292693597889,Kepler
Kepler-436 b,Kepler-436,64.00205,0.0226353,0.281824,0.243556,Transit,0.729,0.697,4651,2010,1.5667221625131804,0.20367603541221885,Kepler
WASP-82 b,WASP-82,2.705785,1.25,0.0448251,1.67,Transit,1.64,2.18,6480,2013,0.2683878370000622,7.50761562021505,WASP
BD +20 2457 c,BD +20 2457,621.99,6.90191,1.45701,N/A,RV,1.06,32.9639,4259,2009,N/A,320.32936646406864,BD
Kepler-144 b,Kepler-144,5.885273,0.00789025,0.0637947,0.118655,Transit,N/A,1.235,6075,2014,4.723183989093802,1.8612643658833754,Kepler
HD 22781 b,HD 22781,528.07,13.8403,1.16847,N/A,RV,0.75,0.720445,5027,2011,N/A,0.2969793297209777,HD
Kepler-208 d,Kepler-208,11.131786,0.00554835,0.09757,0.107057,Transit,N/A,1.314,6092,2014,4.521899151613585,2.130685388462473,Kepler
Kepler-286 e,Kepler-286,29.221289,0.0130508,0.185669,0.157909,Transit,N/A,0.863,5580,2014,3.314505279982167,0.6469152748049565,Kepler
Kepler-351 b,Kepler-351,37.054919,0.0279223,0.217522,0.272995,Transit,N/A,0.854,5643,2014,1.3724272768022838,0.6625901279983255,Kepler
HD 120084 b,HD 120084,2082,4.4772,4.26892,N/A,RV,2.39,10.9537,4892,2013,N/A,61.56820564016803,HD
HD 95127 b,HD 95127,482,5.0362,1.2802,N/A,RV,1.2,20,4218,2015,N/A,113.44237533102668,HD
MOA-2009-BLG-266L b,MOA-2009-BLG-266L,N/A,0.0327,3.2,N/A,Microlensing,0.56,N/A,N/A,2010,N/A,N/A,MOA
Kepler-89 d,Kepler-89,23.342989,0.163924,0.173437,1.027,N/A,1.277,1.52,6182,2013,0.15133293077764828,3.0233762511341205,Kepler
Kepler-387 b,Kepler-387,6.791636,0.00324127,0.0701869,0.0918904,Transit,N/A,1.046,5774,2014,4.177409155210471,1.0895809606718088,Kepler
HD 20868 b,HD 20868,380.85,2.00901,0.947319,N/A,RV,0.78,1.15581,4795,2009,N/A,0.632726989189457,HD
HAT-P-9 b,HAT-P-9,3.92289,0.776601,0.0528645,1.4,Transit,1.28,1.32,6350,2009,0.28301931083075693,2.5382347297863133,HAT
Kepler-410 A b,Kepler-410 A,17.833648,N/A,0.142508,0.258635,N/A,1.214,1.352,N/A,2014,N/A,N/A,Kepler
Kepler-33 e,Kepler-33,31.7844,0.0525296,0.213825,0.358929,Transit,1.291,1.82,5904,2011,1.1360061369741978,3.6059291533076188,Kepler
Kepler-216 c,Kepler-216,17.406669,0.0275635,0.131447,0.271211,Transit,N/A,1.26,6091,2014,1.381702978718939,1.9578729525602419,Kepler
Kepler-365 c,Kepler-365,17.784129,0.0121773,0.13334,0.146311,Transit,N/A,1.048,6012,2014,3.8879645845946245,1.2855455563084923,Kepler
Kepler-19 b,Kepler-19,9.2869944,0.0165942,0.0845828,0.197074,Transit,0.936,0.85,5541,2011,2.168056302186902,0.610210210910423,Kepler
Kepler-130 b,Kepler-130,8.457458,0.00313003,0.0812393,0.0909983,Transit,N/A,1.127,5884,2014,4.153850803374434,1.3640412588644177,Kepler
Kepler-160 c,Kepler-160,13.699087,0.0400599,0.112047,0.322063,Transit,N/A,0.884,5857,2014,1.1991943934691784,0.8239378324849002,Kepler
Kepler-207 c,Kepler-207,3.071571,0.0117855,0.0413536,0.133821,Transit,N/A,1.588,5920,2014,4.917874369756636,2.775088524914378,Kepler
Kepler-284 b,Kepler-284,12.699149,0.0168894,0.106526,0.199839,Transit,N/A,0.814,5615,2014,2.1162925772483585,0.5901152944380436,Kepler
Kepler-326 b,Kepler-326,2.248329,0.0123086,0.0335877,0.135605,Transit,N/A,0.801,5105,2014,4.9360980735420235,0.39042447627381793,Kepler
HD 107148 b,HD 107148,48.056,0.212171,0.270013,N/A,RV,1.137,1.04161,5797.24,2006,N/A,1.0979546955005342,HD
HD 1666 b,HD 1666,270,6.47072,0.937147,N/A,RV,1.5,1.93,6317,2015,N/A,5.314313176470852,HD
Kepler-200 c,Kepler-200,10.222157,0.011856,0.0921796,0.14185,Transit,N/A,0.944,5678,2014,4.153865220125804,0.8298785890501115,Kepler
Kepler-95 b,Kepler-95,11.5231,0.0409024,0.102439,0.305112,Transit,1.08,1.41,5699,2014,1.4400353593913486,1.8789787638242608,Kepler
Kepler-280 c,Kepler-280,4.807091,0.0148535,0.0557436,0.17932,Transit,N/A,0.886,5744,2014,2.575993961717107,0.7656216173266976,Kepler
KIC 11442793 e,KIC 11442793,91.93913,0.021628,0.423643,0.237,Transit,1.2,1.2,6080,2013,1.6247013957708436,1.7630548661375331,KIC,KIC
Kepler-249 d,Kepler-249,15.368459,0.0117295,0.120974,0.140066,Transit,N/A,0.482,3568,2014,4.2685812414111,0.033735136972366624,Kepler
51 Peg b,51 Peg,4.230785,0.461143,0.0521068,N/A,RV,1.054,1.02451,5786.68,1995,N/A,1.0544822879666809
WASP-60 b,WASP-60,4.3050011,0.512143,0.0531121,0.86,Transit,1.078,1.14,5900,2013,0.8051895282211285,1.410934223415129,WASP
Kepler-99 b,Kepler-99,4.60358,0.01935,0.0500668,0.132037,Transit,0.79,0.73,4782,2014,8.406132968915244,0.24967383143488706,Kepler
Kepler-125 c,Kepler-125,5.774464,0.00100422,0.0629914,0.0660184,Transit,N/A,0.512,3810,2014,3.490085875079286,0.049491297892941565,Kepler
HD 5319 c,HD 5319,886,1.15,2.0717,N/A,RV,1.51,3.85,4958,2015,N/A,8.024843420627622,HD
Kepler-319 c,Kepler-319,6.941357,0.0212781,0.0712147,0.234633,Transit,N/A,0.903,5526,2014,1.6472814041794064,0.6812523940566052,Kepler
Kepler-153 b,Kepler-153,18.870227,0.0255184,0.138715,0.260505,Transit,N/A,0.892,5404,2014,1.4434690664112215,0.6079671147345722,Kepler
55 Cnc f,55 Cnc,261.2,0.172877,0.773567,N/A,RV,0.905,0.943,5196,2008,N/A,0.5807496725696116
Kepler-238 d,Kepler-238,13.233549,0.0281036,0.109494,0.273887,Transit,N/A,1.43,5751,2014,1.3678860769522807,2.004170031730274,Kepler
HAT-P-54 b,HAT-P-54,3.799847,0.76,0.0411908,0.944,Transit,0.645,0.617,4390,2015,0.9034410920282822,0.1266827340160557,HAT
HIP 67851 b,HIP 67851,88.8,1.41789,0.458562,N/A,RV,1.63,5.92,4890,2014,N/A,17.954274819143244,HIP
Kepler-153 c,Kepler-153,46.90232,0.0200225,0.254528,0.225711,Transit,N/A,0.892,5404,2014,1.741254927298713,0.6079671147345722,Kepler
HD 212301 b,HD 212301,2.245715,0.39615,0.034116,N/A,RV,1.05,N/A,5997.91,2006,N/A,N/A,HD
Kepler-295 c,Kepler-295,21.526258,0.00508144,0.151444,0.10438,Transit,N/A,0.898,5603,2014,4.468246821234539,0.7120724474562831,Kepler
GJ 504 b,GJ 504,N/A,4,N/A,N/A,Imaging,1.22,0.912273,6234,2013,N/A,1.1261749250705577,GJ
HAT-P-15 b,HAT-P-15,10.863502,1.95154,0.0964692,1.072,Transit,1.013,1.08,5568,2010,1.5841464626394512,1.0044618251589115,HAT
Kepler-24 e,Kepler-24,18.998355,0.0233538,0.139343,0.248015,Transit,N/A,1.289,5897,2014,1.530826401807769,1.8001942258187913,Kepler
HD 209458 b,HD 209458,3.52474859,0.689646,0.047235,1.359,RV,1.131,1.155,6065,2000,0.27477048613457294,1.6172464548555294,HD
HD 102272 b,HD 102272,127.58,4.10898,0.512595,N/A,RV,1.1,12.7057,4807,2008,N/A,77.22940708736378,HD
K2-3 d,K2-3,44.5631,0.0116544,0.207594,0.139,Transit,0.601,0.561,3896,2015,4.3395805069346665,0.06496665910877525,K2
HD 181433 b,HD 181433,9.3743,0.0237331,0.0800943,N/A,RV,0.78,1.00831,4962,2009,N/A,0.5522099236713712,HD
HD 187123 b,HD 187123,3.0965828,0.510056,0.042091,N/A,RV,1.037,1.14277,5814.99,1998,N/A,1.3378350470375944,HD
HD 108147 b,HD 108147,10.8985,0.257999,0.101407,N/A,RV,1.171,1.29703,6156.24,2002,N/A,2.164966749952514,HD
Kepler-82 c,Kepler-82,51.538,0.095206,0.256743,0.477,Transit,0.85,0.9,5512,2012,0.8772258331555656,0.6699013808822161,Kepler
WASP-61 b,WASP-61,3.8559,2.05491,0.0514489,1.24,Transit,1.22,1.36,6250,2012,1.0777796538820779,2.52863942350657,WASP
Kepler-58 b,Kepler-58,10.2184954,0.0233176,0.0905953,0.247794,Transit,0.95,1.03,5843,2011,1.532546708643251,1.107916456374556,Kepler
eta Cet b,eta Cet,407.5,2.5485,1.28444,N/A,N/A,1.7,14.3,4528,2014,N/A,77.01702986373336
