NAME,STAR,PER,MASS,SEP,R,PLANETDISCMETH,MSTAR,RSTAR,TEFF,DATE,DENSITY,LUMINOSITY,MISSION
HD 102365 b,HD 102365,122.1,0.0509774,0.463328,N/A,RV,0.89,0.828702,5630,2011,N/A,0.6181862939122084,HD
BD -08 2823 b,BD -08 2823,5.6,0.045941,0.0558236,N/A,RV,0.74,1.27853,4746,2010,N/A,0.7430564356594307,BD
Kepler-160 b,Kepler-160,4.309427,0.0115417,0.0518266,0.13739,Transit,N/A,0.884,5857,2014,4.450477827801238,0.8239378324849002,Kepler
CoRoT-11 b,CoRoT-11,2.99433,2.34813,0.0440549,1.43,Transit,1.27,1.37,6440,2010,0.80300131314003,2.892501696120551,CoRoT
Kepler-369 c,Kepler-369,14.871572,0.00960182,0.118353,0.125792,Transit,N/A,0.471,3591,2014,4.823882541991872,0.03305159734691284,Kepler
Kepler-142 d,Kepler-142,41.809118,0.0161415,0.235751,0.192702,Transit,N/A,1.269,5790,2014,2.255731762755275,1.6215357112795186,Kepler
Kepler-398 b,Kepler-398,4.081423,0.00225059,0.0499821,0.082969,Transit,N/A,0.613,4493,2014,3.940497428520161,0.13720048353161104,Kepler
Kepler-443 b,Kepler-443,177.6693,0.0177875,0.558942,0.20787,Transit,0.738,0.706,4723,2010,1.9803488277627905,0.2222133787938534,Kepler
Kepler-299 d,Kepler-299,15.054786,0.0136944,0.119323,0.165938,Transit,N/A,1.032,5617,2014,2.9971445257202833,0.9498742369070066,Kepler
GJ 436 b,GJ 436,2.64385,0.0726979,0.0287188,0.3767,RV,0.452,0.464,3350,2004,1.3599947623528925,0.024294289801605695,GJ
Kepler-142 c,Kepler-142,4.761702,0.0245625,0.0553921,0.255152,Transit,N/A,1.269,5790,2014,1.478692491991773,1.6215357112795186,Kepler
Kepler-181 c,Kepler-181,4.302149,0.014692,0.0517683,0.177536,Transit,N/A,0.749,5333,2014,2.6255715522510785,0.4065734253534134,Kepler
XO-2S b,XO-2S,18.157,0.259,0.134393,N/A,RV,0.982,1.02,5399,2014,N/A,0.7920318968826393
Kepler-364 b,Kepler-364,25.745718,0.011604,0.170638,0.138282,Transit,N/A,1.284,6108,2014,4.388468589306211,2.05596245509817,Kepler
Kepler-173 c,Kepler-173,8.005777,0.0188614,0.0783205,0.21679,Transit,N/A,0.949,6031,2014,1.8512216469156884,1.0675267276912166,Kepler
Kepler-290 b,Kepler-290,14.589347,0.0169862,0.11685,0.200732,Transit,N/A,0.743,5147,2014,2.100141847520329,0.34712294288605733,Kepler
WASP-37 b,WASP-37,3.577469,1.79362,0.0446312,1.16,Transit,0.925,1.003,5800,2011,1.1491023186156817,1.0200063109624917,WASP
Kepler-223 c,Kepler-223,9.848183,0.0147725,0.0899174,0.178428,Transit,N/A,1.017,5829,2014,2.6005619676127543,1.0698112132718367,Kepler
HD 6718 b,HD 6718,2496,1.5591,3.55427,N/A,RV,0.96,0.956629,5746,2010,N/A,0.8937963765861506,HD
Kepler-224 e,Kepler-224,18.643577,0.0145328,0.137602,0.175752,Transit,N/A,0.676,5018,2014,2.677014354862855,0.2596002093355161,Kepler
Kepler-322 c,Kepler-322,4.337234,0.0123736,0.0520493,0.148987,Transit,N/A,0.89,5388,2014,3.7415639917434613,0.5981076814107049,Kepler
HD 33636 b,HD 33636,2127.7,9.26951,3.26519,N/A,RV,1.017,1.03374,5904.28,2002,N/A,1.1635349715400258,HD
Kepler-163 c,Kepler-163,21.347262,0.0170837,0.150603,0.201624,Transit,N/A,0.917,5776,2014,2.0842868464631388,0.8385644134913522,Kepler
HAT-P-40 b,HAT-P-40,4.457243,0.6202,0.060845,1.73,Transit,1.512,2.206,6080,2012,0.11978313715953876,5.958190048990883,HAT
HD 240237 b,HD 240237,745.7,5.31949,1.91887,N/A,RV,1.69,N/A,4361,2012,N/A,N/A,HD
Kepler-169 f,Kepler-169,87.090195,0.0206381,0.38452,0.230172,Transit,N/A,0.763,4997,2014,1.6924446291755066,0.3252186870776556,Kepler
Kepler-283 b,Kepler-283,11.008151,0.0158724,0.0968462,0.190026,Transit,N/A,0.566,4351,2014,2.313160407973368,0.10286750682778843,Kepler
rho CrB b,rho CrB,39.8449,1.06409,0.225692,N/A,RV,0.965,1.10084,5822.58,1997,N/A,1.2479560160244836
Kepler-214 b,Kepler-214,15.660544,0.0210192,0.122502,0.232849,Transit,N/A,1.352,6169,2014,1.664927328011216,2.3719278954795233,Kepler
Kepler-314 b,Kepler-314,2.461069,0.00150361,0.0356743,0.0740476,Transit,N/A,0.95,5378,2014,3.7034328572181097,0.6764246423065023,Kepler
Kepler-188 c,Kepler-188,5.996553,0.0303861,0.0645963,0.284593,Transit,N/A,1.141,6021,2014,1.3182705564535815,1.5329740957772857,Kepler
Kepler-233 b,Kepler-233,8.472382,0.0188614,0.0813349,0.21679,Transit,N/A,0.758,5360,2014,1.8512216469156884,0.4248998605643118,Kepler
Kepler-118 b,Kepler-118,7.518496,0.014454,0.0751093,0.174859,Transit,N/A,1.094,5274,2014,2.7034996018486606,0.8296294580567398,Kepler
Kepler-110 b,Kepler-110,12.691112,0.013476,0.106481,0.163262,Transit,N/A,1.149,5960,2014,3.0967624749311344,1.4924992270101634,Kepler
HD 11977 b,HD 11977,711,7.40012,2.063,N/A,RV,2.31,8.14661,5067,2005,N/A,39.196427674964596,HD
HD 73534 b,HD 73534,1770,1.06828,3.0184,N/A,RV,1.17,2.90137,4884,2009,N/A,4.2913888842481605,HD
Kepler-195 b,Kepler-195,8.307872,0.0150172,0.0802786,0.181104,Transit,N/A,0.775,5329,2014,2.528174623149491,0.43398558502001994,Kepler
Kepler-50 c,Kepler-50,9.3761368,0.0234642,0.0932375,0.248685,Transit,1.23,1.88,6058,2012,1.525665096124891,4.265027080645181,Kepler
HD 164604 b,HD 164604,606.4,2.6885,1.30299,N/A,RV,0.8,N/A,N/A,2010,N/A,N/A,HD
Kepler-359 b,Kepler-359,25.563222,0.0380002,0.169831,0.314926,Transit,N/A,1.086,6248,2014,1.2166413195055399,1.6103220974245895,Kepler
Kepler-359 d,Kepler-359,77.095691,0.0520795,0.354508,0.357748,Transit,N/A,1.086,6248,2014,1.1374633002417998,1.6103220974245895,Kepler
Kepler-115 b,Kepler-115,2.403679,0.00396389,0.0351175,0.0972433,Transit,N/A,1.205,5979,2014,4.310669825965036,1.6625599944872558,Kepler
OGLE-05-071L b,OGLE-05-071L,3600,3.8,3.6,N/A,Microlensing,0.46,N/A,N/A,2005,N/A,N/A,OGLE
OGLE235-MOA53 b,OGLE235-MOA53,N/A,2.6,4.3,N/A,Microlensing,0.63,N/A,N/A,2004,N/A,N/A,OGLE
HD 37124 c,HD 37124,885.5,0.648109,1.70993,N/A,RV,0.85,0.772275,5500.24,2003,N/A,0.4890570583283327,HD
HD 217107 c,HD 217107,4270,2.61546,5.33414,N/A,RV,1.108,1.5,5704.36,2005,N/A,2.134515142679405,HD
HD 74156 b,HD 74156,51.638,1.77342,0.291535,N/A,RV,1.238,1.345,6067.98,2004,N/A,2.1974052103861976,HD
Kepler-180 b,Kepler-180,13.817124,0.0117855,0.11269,0.133821,Transit,N/A,1.063,5731,2014,4.917874369756636,1.09213715289385,Kepler
HD 103774 b,HD 103774,5.8881,0.368054,0.070273,N/A,RV,1.335,1.43364,6489,2013,N/A,3.264978566729055,HD
Kepler-43 b,Kepler-43,3.024095,3.23143,0.0449294,1.2,Transit,1.32,1.42,6041,2011,1.8700501145021502,2.4060300670708545,Kepler
Kepler-76 b,Kepler-76,1.545,1.96,0.0271768,N/A,Transit,1.12,1.12,6409,2013,N/A,1.8962087671516354,Kepler
Kepler-310 b,Kepler-310,13.930698,0.00538981,0.113307,0.106165,Transit,N/A,0.876,5797,2014,4.504344454005545,0.7764445257609924,Kepler
Kepler-222 c,Kepler-222,10.08881,0.0710944,0.0913762,0.413953,Transit,N/A,0.869,5433,2014,1.0022695147608163,0.589504862319122,Kepler
KELT-6 b,KELT-6,7.8457,0.43122,0.0794132,1.193,Transit,1.085,1.58,6102,2014,0.25396846549843705,3.100930307245247,KELT
WASP-13 b,WASP-13,4.3530135,0.473883,0.0537034,1.407,Transit,1.09,1.574,5950,2009,0.17013398228996598,2.7820590097541356,WASP
Kepler-84 c,Kepler-84,12.883,0.096,0.107552,0.215,Transit,1,1.43,5755,2012,9.659576449137475,2.0097517029405965,Kepler
HD 13931 b,HD 13931,4218,1.88123,5.14931,N/A,RV,1.022,1.22417,5829,2010,N/A,1.5500606965817163,HD
Kepler-58 d,Kepler-58,40.101371,0.0258466,0.229287,0.262289,Transit,N/A,1.127,6099,2014,1.4324036549298604,1.5746041221986076,Kepler
HAT-P-18 b,HAT-P-18,5.508023,0.197205,0.0559503,0.995,Transit,0.77,0.749,4803,2011,0.20019393238535588,0.2674871974281712,HAT
Kepler-357 b,Kepler-357,6.475434,0.0135483,0.0679912,0.164154,Transit,N/A,0.834,5036,2014,3.0628986465852575,0.40083349506080945,Kepler
Kepler-406 c,Kepler-406,4.62332,0.00857506,0.0555527,0.0758319,Transit,1.07,1.07,5538,2014,19.664530665481028,0.9648690582996211,Kepler
HD 155358 c,HD 155358,391.9,0.807031,1.00082,N/A,RV,0.87,1.49875,5760,2007,N/A,2.2153244689432006,HD
WASP-43 b,WASP-43,0.813475,1.77609,0.0142363,0.93,Transit,0.58,0.598,4400,2011,2.2080980493452063,0.120088685894681,WASP
Kepler-159 c,Kepler-159,43.595792,0.0351084,0.242421,0.30422,Transit,N/A,0.663,4625,2014,1.2469527072549025,0.18020341777750776,Kepler
Kepler-39 b,Kepler-39,21.0874,18.1805,0.155007,1.22,Transit,1.1,1.39,6260,2011,10.012177991768924,2.658373211440988,Kepler
14 And b,14 And,185.84,4.68383,0.823151,N/A,RV,2.15,11.38,4813,2008,N/A,62.26399597458576
Kepler-215 b,Kepler-215,9.360672,0.0120479,0.086925,0.144527,Transit,N/A,1.027,5739,2014,3.990861176396993,1.0251202314877514,Kepler
Kepler-294 b,Kepler-294,3.701212,0.0130508,0.0468277,0.157909,Transit,N/A,0.976,5913,2014,3.314505279982167,1.0433263353641575,Kepler
WASP-88 b,WASP-88,4.954,0.563545,0.0643804,1.7,Transit,1.45,2.08,6430,2014,0.1147054538128514,6.6261243239624195,WASP
Kepler-29 b,Kepler-29,10.3376,0.0397121,0.0928723,0.320884,Transit,1,0.96,5750,2011,1.2019347620902847,0.9026156585415686,Kepler
Kepler-24 b,Kepler-24,8.14561,0.0185071,0.0800144,0.213923,Transit,1.03,1.07,5800,2011,1.8904629099977035,1.1608297991578176,Kepler
Kepler-306 b,Kepler-306,4.646186,0.0123086,0.0544926,0.135605,Transit,N/A,0.719,4954,2014,4.9360980735420235,0.27897854718491666,Kepler
Kepler-83 b,Kepler-83,9.77,0.0240196,0.0778725,0.252,Transit,0.66,0.61,4648,2012,1.500950532165406,0.15560128030273135,Kepler
81 Cet b,81 Cet,952.7,4.31096,2.28088,N/A,RV,1.74,15.7275,4845,2008,N/A,122.11908224165752
CoRoT-3 b,CoRoT-3,4.2568,21.8549,0.0573788,1.01,Transit,1.37,1.56,6740,2008,21.212259577657967,4.499640337336797,CoRoT
Kepler-377 b,Kepler-377,12.509529,0.00915403,0.105463,0.124008,Transit,N/A,1.224,5949,2014,4.800267640785057,1.6812323183218463,Kepler
Kepler-126 d,Kepler-126,100.283134,0.0196646,0.422434,0.223035,Transit,N/A,1.358,6239,2014,1.7724267093977792,2.50350521811513,Kepler
HAT-P-38 b,HAT-P-38,4.640382,0.267569,0.0522992,0.825,Transit,0.886,0.923,5330,2012,0.4765145659778639,0.6160291408939735,HAT
Kepler-18 d,Kepler-18,14.85888,0.0516,0.117171,0.622714,Transit,0.972,1.108,5383,2011,0.21369090734210117,0.9235620064574072,Kepler
Kepler-380 b,Kepler-380,3.930821,0.00538981,0.0487448,0.106165,Transit,N/A,1.224,6045,2014,4.504344454005545,1.7924088308960768,Kepler
Kepler-132 d,Kepler-132,18.010199,0.011604,0.134468,0.138282,Transit,N/A,1.178,6003,2014,4.388468589306211,1.6145554794475903,Kepler
Kepler-228 b,Kepler-228,2.566546,0.0125754,0.0366865,0.136497,Transit,N/A,1.014,6043,2014,4.94486819178848,1.228500409339522,Kepler
mu Ara e,mu Ara,310.54999,0.543322,0.93961,N/A,RV,1.147,1.25035,5784.28,2007,N/A,1.5680122320172782
Kepler-97 b,Kepler-97,2.58664,0.0106941,0.036125,0.132037,Transit,0.94,0.98,5779,2014,4.645789487487159,0.959736358339855,Kepler
WASP-96 b,WASP-96,3.4252602,0.48,0.0453489,1.2,Transit,1.06,1.05,5540,2013,0.2777792045506268,0.9304792134219156,WASP
Kepler-139 b,Kepler-139,15.771044,0.0258466,0.123078,0.262289,Transit,N/A,1.3,5594,2014,1.4324036549298604,1.482741937781467,Kepler
Kepler-375 b,Kepler-375,12.125934,0.010538,0.103296,0.12936,Transit,N/A,0.837,5826,2014,4.868110238026272,0.7231391188091912,Kepler
HD 136118 b,HD 136118,1187.3,11.6809,2.33328,N/A,RV,1.191,1.75082,6097.41,2002,N/A,3.796239566367586,HD
Kepler-182 b,Kepler-182,9.825792,0.0206381,0.0897811,0.230172,Transit,N/A,1.146,6250,2014,1.6924446291755066,1.795470703461263,Kepler
HD 6434 b,HD 6434,21.997999,0.397195,0.142061,N/A,RV,0.79,0.80278,5835,2004,N/A,0.6693381028642749,HD
HD 5319 b,HD 5319,641,1.76545,1.6698,N/A,RV,1.51,3.85,4958,2007,N/A,8.024843420627622,HD
Kepler-306 e,Kepler-306,44.840975,0.0171819,0.247015,0.202516,Transit,N/A,0.719,4954,2014,2.0686899058201136,0.27897854718491666,Kepler
Kepler-253 b,Kepler-253,3.783986,0.0121124,0.0475233,0.145419,Transit,N/A,0.786,5208,2014,3.93884575137932,0.40720960457317,Kepler
Kepler-259 b,Kepler-259,8.115317,0.0236491,0.0790333,0.249799,Transit,N/A,0.898,5938,2014,1.517206735326329,0.8982608359434316,Kepler
HD 231701 b,HD 231701,141.60001,1.08667,0.555583,N/A,RV,1.14,1.24116,6208,2007,N/A,2.0499883500687948,HD
PH-2 b,PH-2,282.5255,0.488198,0.825444,0.902041,Transit,0.94,1,5629,2013,0.6651496905251911,0.8995266056652103
CoRoT-18 b,CoRoT-18,1.9000693,3.48652,0.0295483,1.31,Transit,0.95,1,5440,2011,1.5508882461161337,0.7846656070750989,CoRoT
Kepler-203 d,Kepler-203,11.32972,0.0102988,0.0987232,0.128468,Transit,N/A,1.114,5821,2014,4.857401089684425,1.2765851770428203,Kepler
HD 75898 b,HD 75898,418.20001,2.51504,1.18906,N/A,RV,1.28,1.54576,6021,2007,N/A,2.813504777153317,HD
Kepler-224 b,Kepler-224,3.132924,0.00915403,0.0419025,0.124008,Transit,N/A,0.676,5018,2014,4.800267640785057,0.2596002093355161,Kepler
Kepler-205 b,Kepler-205,2.75564,0.0120453,0.038467,0.134713,Transit,N/A,0.546,4321,2014,4.927099450311503,0.09311322508201551,Kepler
MOA-2008-BLG-310L b,MOA-2008-BLG-310L,N/A,0.23,1.25,N/A,Microlensing,0.67,N/A,N/A,2010,N/A,N/A,MOA
KIC 11442793 g,KIC 11442793,210.60697,0.217563,0.736177,0.723,Transit,1.2,1.2,6080,2013,0.5756683828005262,1.7630548661375331,KIC,KIC
GJ 1214 b,GJ 1214,1.58040482,0.0203507,0.0143253,0.2389,Transit,0.157,0.211,3026,2009,1.4925645884168623,0.0033444878601037713,GJ
Kepler-268 c,Kepler-268,83.446393,0.0344212,0.373719,0.301543,Transit,N/A,1.274,6081,2014,1.2553952575708265,1.988510498337926,Kepler
Kepler-135 c,Kepler-135,11.448708,0.00493175,0.0994132,0.103488,Transit,N/A,1.275,6090,2014,4.449726337567404,2.0034502323558545,Kepler
Kepler-265 c,Kepler-265,17.028937,0.0212781,0.129538,0.234633,Transit,N/A,1.103,5835,2014,1.6472814041794064,1.2635821579386592,Kepler
16 Cyg B b,16 Cyg B,798.5,1.63997,1.66027,N/A,RV,0.956,1.1176,5674.41,1997,N/A,1.1602315033588022
HAT-P-25 b,HAT-P-25,3.652836,0.567181,0.0465813,1.19,Transit,1.01,0.959,5500,2012,0.3365759036734366,0.754009800598341,HAT
Kepler-341 e,Kepler-341,42.473269,0.014692,0.238241,0.177536,Transit,N/A,1.024,6012,2014,2.6255715522510785,1.2273398050555526,Kepler
HD 213240 b,HD 213240,882.7,4.53249,1.88529,N/A,RV,1.143,1.3947,5967.95,2001,N/A,2.2108095098103497,HD
HAT-P-45 b,HAT-P-45,3.128992,0.892,0.0452185,1.426,Transit,1.259,1.319,6330,2014,0.3076157081000421,2.5026115794868,HAT
Kepler-399 b,Kepler-399,14.425281,0.00252018,0.115973,0.0856455,Transit,N/A,0.68,5502,2014,4.011623290170752,0.3796550562254799,Kepler
Kepler-341 c,Kepler-341,8.01041,0.012573,0.0783507,0.151664,Transit,N/A,1.024,6012,2014,3.6040734108623633,1.2273398050555526,Kepler
Kepler-265 d,Kepler-265,43.130617,0.0195472,0.240693,0.222143,Transit,N/A,1.103,5835,2014,1.7831541526942183,1.2635821579386592,Kepler
Kepler-243 c,Kepler-243,20.026218,0.014692,0.144324,0.177536,Transit,N/A,0.842,5228,2014,2.6255715522510785,0.4745210876407529,Kepler
HD 12661 b,HD 12661,262.70861,2.3408,0.838172,N/A,RV,1.136,1.06782,5742.75,2001,N/A,1.1111297150454091,HD
Kepler-9 c,Kepler-9,38.90861,0.168671,0.22473,0.823,Transit,1,1.1,N/A,2010,0.3025820387777502,N/A,Kepler
HD 74156 c,HD 74156,2520,8.24664,3.8997,N/A,RV,1.238,1.345,6067.98,2004,N/A,2.1974052103861976,HD
Kepler-165 c,Kepler-165,15.31299,0.0167934,0.120683,0.198947,Transit,N/A,0.77,5211,2014,2.132694649081228,0.3917010732892096,Kepler
Kepler-326 d,Kepler-326,6.766888,0.0057099,0.0700163,0.107949,Transit,N/A,0.801,5105,2014,4.5391534259166395,0.39042447627381793,Kepler
HD 20794 c,HD 20794,40.114,0.00743617,0.203628,N/A,RV,0.7,1.22683,5401,2011,N/A,1.1475047775824625,HD
Kepler-31 c,Kepler-31,42.6318,0.0577969,0.254502,0.374365,Transit,1.21,1.22,6340,2011,1.101592723890036,2.154595316195541,Kepler
Kepler-82 b,Kepler-82,26.444,0.0517963,0.16455,0.357,Transit,0.85,0.9,5512,2012,1.1384037559791595,0.6699013808822161,Kepler
Kepler-306 c,Kepler-306,7.240193,0.0179955,0.0732442,0.209653,Transit,N/A,0.719,4954,2014,1.9528231049707638,0.27897854718491666,Kepler
Kepler-85 e,Kepler-85,25.216751,0.00674351,0.168293,0.113302,Transit,N/A,0.893,5436,2014,4.636342470967125,0.6238924478209261,Kepler
HD 38801 b,HD 38801,696.3,10.0105,1.6471,N/A,RV,1.22,2.24501,5314,2010,N/A,3.6009059505420584,HD
HD 132563 B b,HD 132563 B,1544,1.49247,2.62431,N/A,RV,1.01,N/A,5985,2011,N/A,N/A,HD
Kepler-390 c,Kepler-390,13.060022,0.00126334,0.108535,0.0704791,Transit,N/A,0.776,5166,2014,3.608622302657928,0.3842643266387985,Kepler
Kepler-61 b,Kepler-61,59.87756,0.0160339,0.257458,0.191639,Transit,0.635,0.62,4017,2011,2.278188805071291,0.08967672191216043,Kepler
GJ 667 C c,GJ 667 C,28.1,0.0130687,0.125003,N/A,RV,0.33,N/A,3350,2011,N/A,N/A,GJ
HD 207832 c,HD 207832,1155.7,0.730294,2.1118,N/A,RV,0.94,0.901,5710,2012,N/A,0.7731843118523801,HD
Kepler-80 b,Kepler-80,7.053,0.0222358,0.0645109,0.241,Transit,0.72,0.65,4613,2012,1.5885608752841722,0.17141528703564746,Kepler
Kepler-272 d,Kepler-272,10.937304,0.0169862,0.0964303,0.200732,Transit,N/A,0.929,5297,2014,2.100141847520329,0.6087519119798412,Kepler
Kepler-44 b,Kepler-44,3.24674,1.02109,0.0454854,1.24,Transit,1.19,1.52,5757,2011,0.5355514483760607,2.2738463362056045,Kepler
HD 5891 b,HD 5891,177.11,5.22845,0.636168,N/A,RV,1.09,11.8348,4825,2011,N/A,68.01428475762509,HD
Kepler-292 b,Kepler-292,2.580827,0.00769114,0.0368224,0.117763,Transit,N/A,0.826,5299,2014,4.709408521006644,0.4819753098824862,Kepler
Kepler-228 d,Kepler-228,11.094286,0.0531048,0.0973508,0.360425,Transit,N/A,1.014,6043,2014,1.1342042932776246,1.228500409339522,Kepler
Kepler-140 b,Kepler-140,3.25427,0.0119837,0.0429776,0.143635,Transit,N/A,1.288,6077,2014,4.044010950110242,2.027111745171373,Kepler
Kepler-245 d,Kepler-245,36.277108,0.0273861,0.214468,0.270319,Transit,N/A,0.795,5100,2014,1.3864451850077122,0.38309279160731113,Kepler
HD 173416 b,HD 173416,323.6,2.71808,1.16272,N/A,RV,2,14.3919,4683,2009,N/A,89.25281348199283,HD
Kepler-104 c,Kepler-104,23.668205,0.0292202,0.161331,0.27924,Transit,N/A,1.349,5711,2014,1.3420000340912885,1.73444909678067,Kepler
Kepler-263 b,Kepler-263,16.568087,0.0218083,0.127191,0.238201,Transit,N/A,0.785,5265,2014,1.6135904035606112,0.4242499835128715,Kepler
Kepler-278 c,Kepler-278,51.078775,0.0395346,0.269422,0.320278,Transit,N/A,2.935,4991,2014,1.2033674393690925,4.7891176838206535,Kepler
HD 76700 b,HD 76700,3.97097,0.232142,0.0511051,N/A,RV,1.129,1.2353,5668.45,2003,N/A,1.411533475220036,HD
Kepler-366 b,Kepler-366,3.281959,0.0107805,0.043221,0.130252,Transit,N/A,1.048,6209,2014,4.878518238579832,1.462507908535362,Kepler
HD 39091 b,HD 39091,2151,10.088,3.34651,N/A,RV,1.071,1.14999,5949.91,2002,N/A,1.4849735984384702,HD
HD 7449 b,HD 7449,1275,1.3131,2.33982,N/A,RV,1.05,0.952526,6024,2011,N/A,1.0704898385807364,HD
HD 149026 b,HD 149026,2.8758911,0.361471,0.0431325,0.654,RV,1.294,1.368,6160,2005,1.2922378166578976,2.414260127905298,HD
Kepler-186 b,Kepler-186,3.8867907,0.00370062,0.0378277,0.0953739,Transit,0.478,0.472,3788,2014,4.265678266623977,0.04109726276161992,Kepler
Kepler-219 c,Kepler-219,22.714613,0.0392746,0.156968,0.319386,Transit,N/A,1.491,5786,2014,1.2054976701125766,2.2323280825505187,Kepler
OGLE-2006-BLG-109L c,OGLE-2006-BLG-109L,4927.5,0.271,4.52773,N/A,Microlensing,0.51,N/A,N/A,2008,N/A,N/A,OGLE
Kepler-361 c,Kepler-361,55.188023,0.0199023,0.283685,0.224819,Transit,N/A,1.343,6169,2014,1.7514851675839855,2.3404540811518255,Kepler
Kepler-265 e,Kepler-265,67.831024,0.0207641,0.325506,0.231064,Transit,N/A,1.103,5835,2014,1.6831331774039042,1.2635821579386592,Kepler
Qatar-2 b,Qatar-2,1.3371182,2.48409,0.0215077,1.144,Transit,0.74,0.713,4645,2012,1.6591722821374895,0.21203665851259407
Kepler-293 b,Kepler-293,19.254196,0.0281036,0.140591,0.273887,Transit,N/A,0.957,5804,2014,1.3678860769522807,0.9311561353304089,Kepler
Kepler-166 b,Kepler-166,7.650254,0.0171819,0.0759843,0.202516,Transit,N/A,0.742,5413,2014,2.0686899058201136,0.4234956340957663,Kepler
HD 216437 b,HD 216437,1353,2.16817,2.48556,N/A,RV,1.117,1.36865,5848.71,2002,N/A,1.9638765034908612,HD
HAT-P-49 b,HAT-P-49,2.691548,1.72959,0.0437742,1.413,Transit,1.543,1.833,6820,2014,0.6130824874642112,6.512555645533385,HAT
Kepler-367 c,Kepler-367,53.578637,0.00554835,0.278143,0.107057,Transit,N/A,0.695,4710,2014,4.521899151613585,0.21298168382644914,Kepler
Kepler-313 b,Kepler-313,14.970418,0.0200225,0.118876,0.225711,Transit,N/A,1.536,5727,2014,1.741254927298713,2.273946184370136,Kepler
Kepler-150 c,Kepler-150,7.381998,0.0422294,0.0741975,0.3292,Transit,N/A,0.939,5560,2014,1.1836891370961373,0.7549520511415033,Kepler
Kepler-87 b,Kepler-87,114.73635,1.02004,0.477022,1.21,Timing,1.1,1.82,5600,2013,0.5757889450689856,2.9186626636462556,Kepler
HAT-P-7 b,HAT-P-7,2.204737,1.7916,0.037964,1.363,Transit,1.5,1.981,6389,2008,0.7075476892591366,5.858541654748939,HAT
Kepler-316 c,Kepler-316,6.827766,0.00493175,0.0704356,0.103488,Transit,N/A,0.52,4204,2014,4.449726337567404,0.07567397291907511,Kepler
PSR B1257+12 C,PSR B1257+12,98.2114,0.0122719,0.416595,N/A,Timing,N/A,N/A,N/A,1994,N/A,N/A
HD 49674 b,HD 49674,4.94737,0.101571,0.0571073,N/A,RV,1.015,0.889525,5662.28,2003,N/A,0.7287367997496274,HD
HD 82943 b,HD 82943,442.4,1.68512,1.1851,N/A,RV,1.133,1.09738,5997.1,2004,N/A,1.395623464928851,HD
Kepler-342 c,Kepler-342,26.234138,0.014454,0.17279,0.174859,Transit,N/A,1.472,6175,2014,2.7034996018486606,2.822620466740705,Kepler
WASP-38 b,WASP-38,6.87188,2.70901,0.0758454,1.09,Transit,1.23,1.35,6180,2011,2.091863513875672,2.3818283263284683,WASP
WASP-69 b,WASP-69,3.8681382,0.259543,0.0452527,1.057,Transit,0.826,0.813,4700,2014,0.21977920040669094,0.288975844421809,WASP
Kepler-139 c,Kepler-139,157.072878,0.0344212,0.569736,0.301543,Transit,N/A,1.3,5594,2014,1.2553952575708265,1.482741937781467,Kepler
HD 77338 b,HD 77338,5.7361,0.0498139,0.0612143,N/A,RV,0.93,0.88,5370,2013,N/A,0.5769677061349581,HD
Kepler-29 c,Kepler-29,13.2907,0.0251535,0.109809,0.25849,Transit,1,0.96,5750,2011,1.4563622556188536,0.9026156585415686,Kepler
Kepler-444 c,Kepler-444,4.5458841,0.000273258,0.0489676,0.0453,Transit,0.758,0.752,5046,2010,2.939547687515553,0.32848359452652925,Kepler
HD 220773 b,HD 220773,3724.7,1.44975,4.94302,N/A,RV,1.16,1.35144,5940,2012,N/A,2.0371749936470316,HD
WASP-6 b,WASP-6,3.361006,0.52136,0.0428704,1.224,Transit,0.93,0.87,5450,2009,0.2843123239516405,0.5982924644265416,WASP
HD 7924 d,HD 7924,24.451,0.0203801,0.155066,N/A,RV,0.832,0.7821,5177,2015,N/A,0.39366449784836843,HD
Kepler-206 c,Kepler-206,13.137471,0.0130508,0.108963,0.157909,Transit,N/A,1.185,5764,2014,3.314505279982167,1.3887421203627124,Kepler
Kepler-169 c,Kepler-169,6.195469,0.0057099,0.066017,0.107949,Transit,N/A,0.763,4997,2014,4.5391534259166395,0.3252186870776556,Kepler
HD 159868 c,HD 159868,352.3,0.73,1.02595,N/A,RV,1.16,1.84825,5558,2012,N/A,2.920684312785944,HD
HD 137388 b,HD 137388,330,0.227816,0.88883,N/A,RV,0.86,0.97784,5240,2011,N/A,0.6458769176098611,HD
HD 95086 b,HD 95086,N/A,4.5,N/A,N/A,Imaging,N/A,N/A,N/A,2013,N/A,N/A,HD
Kepler-196 b,Kepler-196,20.739886,0.0139923,0.147733,0.169507,Transit,N/A,0.782,5128,2014,2.8729523687478458,0.37887381470280945,Kepler
Kepler-352 b,Kepler-352,10.05537,0.00170474,0.0911742,0.0767241,Transit,N/A,0.781,5212,2014,3.77454818738371,0.4032818850558398,Kepler
Kepler-329 b,Kepler-329,7.416397,0.00937625,0.0744278,0.1249,Transit,N/A,0.523,4257,2014,4.8122047122623455,0.08048352642969385,Kepler
Kepler-179 b,Kepler-179,2.735926,0.0121773,0.0382833,0.146311,Transit,N/A,0.759,5302,2014,3.8879645845946245,0.4078791108660123,Kepler
Kepler-176 b,Kepler-176,5.433074,0.0100631,0.0604835,0.127576,Transit,N/A,0.891,5232,2014,4.846487260225924,0.5329854678141619,Kepler
